title,genre
"['', 'u', 'n', 's', 't', 'o', 'p', 'p', 'a', 'b', 'l', 'e', '']",Action
"['', 'd', 'e', 'n', ' ', 'o', 'f', ' ', 't', 'h', 'i', 'e', 'v', 'e', 's', '']",Action
"['', 'a', 'r', 'm', 'y', ' ', 'o', 'f', ' ', 'o', 'n', 'e', '']",Action
"['', 'i', 'n', 'v', 'a', 's', 'i', 'o', 'n', ' ', 'r', 'o', 's', 'w', 'e', 'l', 'l', '']",Action
"['', 'b', 'o', 'u', 'n', 't', 'y', ' ', 'k', 'i', 'l', 'l', 'e', 'r', '']",Action
"['', 'c', 'h', 'a', 'i', 'n', ' ', 'r', 'e', 'a', 'c', 't', 'i', 'o', 'n', '']",Adventure
"['', 't', 'h', 'e', ' ', 'i', 'n', 'v', 'i', 't', 'a', 't', 'i', 'o', 'n', '']",Horror
"['', 's', 'a', 'v', 'i', 'n', 'g', ' ', 'f', 'l', 'o', 'r', 'a', '']",Adventure
"['', 't', 'e', 'n', ' ', 'w', 'a', 'n', 't', 'e', 'd', ' ', 'm', 'e', 'n', '']",Western
"['', 'p', 'i', 'c', 't', 'u', 'r', 'e', ' ', 'm', 'o', 'm', 'm', 'y', ' ', 'd', 'e', 'a', 'd', '']",Horror
"['', 't', 'r', 'u', 't', 'h', ' ', 'o', 'r', ' ', 'd', 'a', 'r', 'e', '']",Horror
"['', '2', '1', ' ', 'j', 'u', 'm', 'p', ' ', 's', 't', 'r', 'e', 'e', 't', '']",Action
"['', 'g', 'r', 'e', 'y', ' ', 'o', 'w', 'l', '']",Adventure
"['', 'i', ' ', 'a', 'm', ' ', 'o', 'm', 'e', 'g', 'a', '']",Action
"['', 't', 'r', 'i', 'l', 'o', 'g', 'y', ' ', 'o', 'f', ' ', 't', 'e', 'r', 'r', 'o', 'r', ' ', 'i', 'i', '']",Horror
"['', 'a', ' ', 'm', 'a', 'n', ' ', 'c', 'a', 'l', 'l', 'e', 'd', ' ', 'h', 'o', 'r', 's', 'e', '']",Adventure
"['', 't', 'h', 'e', ' ', 'p', 'h', 'a', 'n', 't', 'o', 'm', '']",Adventure
"['', 'm', 'i', 'l', 'e', ' ', '2', '2', '']",Action
"['', 'v', 'i', 'p', 'e', 'r', '']",Action
"['', 'w', 'a', 'r', 'b', 'i', 'r', 'd', 's', '']",Adventure
"['', 'n', 'i', 'g', 'h', 't', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'c', 'r', 'e', 'e', 'p', 's', '']",Horror
"['', 'h', 'i', 'g', 'h', 'w', 'a', 'y', ' ', 't', 'o', ' ', 'h', 'e', 'l', 'l', '']",Horror
"['', 'b', 'l', 'o', 'o', 'd', ' ', 'a', 'n', 'd', ' ', 'b', 'o', 'n', 'e', '']",Action
"['', 'v', 'i', 'r', 't', 'u', 'o', 's', 'i', 't', 'y', '']",Fantasy
"['', 'r', 'e', 'v', 'e', 'n', 'g', 'e', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'n', 'i', 'n', 'j', 'a', '']",Action
"['', 'p', 'a', 'y', 'c', 'h', 'e', 'c', 'k', '']",Fantasy
"['', 'b', 'e', 'n', 'e', 'a', 't', 'h', ' ', 't', 'h', 'e', ' ', 'd', 'a', 'r', 'k', '']",Horror
"['', 't', 'h', 'e', ' ', 'p', 'r', 'o', 'u', 'd', ' ', 'r', 'e', 'b', 'e', 'l', '']",Western
"['', 'i', 'n', 't', 'o', ' ', 't', 'h', 'e', ' ', 'n', 'i', 'g', 'h', 't', '']",Action
"['', 't', 'h', 'e', ' ', 'h', 'i', 'r', 'e', 'd', ' ', 'h', 'a', 'n', 'd', '']",Western
"['', 'm', 'o', 'n', 'o', 'l', 'i', 't', 'h', '']",Fantasy
"['', 'w', 'a', 'r', 'r', 'i', 'o', 'r', ' ', 'a', 'n', 'g', 'e', 'l', 's', '']",Action
"['', 't', 'h', 'e', ' ', 'c', 'e', 'l', 'l', '']",Fantasy
"['', 't', 'r', 'o', 'l', 'l', '']",Fantasy
"['', 'j', 'u', 'r', 'a', 's', 's', 'i', 'c', ' ', 'p', 'a', 'r', 'k', ' ', 'i', 'i', 'i', '']",Adventure
"['', 'a', 'n', 'g', 'u', 'i', 's', 'h', '']",Horror
"['', 'p', 'o', 'n', 'y', ' ', 's', 'o', 'l', 'd', 'i', 'e', 'r', '']",Western
"['', 's', 'm', 'i', 'l', 'e', 'y', '']",Horror
"['', 's', 'h', 'a', 'n', 'e', '']",Western
"['', 'a', 'g', 'a', 'i', 'n', 's', 't', ' ', 't', 'h', 'e', ' ', 's', 'u', 'n', '']",Adventure
"['', 't', 'h', 'e', ' ', 'm', 'a', 'r', 'k', 's', 'm', 'a', 'n', '']",Action
"['', 'g', 'o', 'g', '']",Fantasy
"['', 'c', 'h', 'r', 'i', 's', 't', 'm', 'a', 's', ' ', 'a', 'g', 'a', 'i', 'n', '']",Adventure
"['', 'w', 'a', 'r', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'w', 'o', 'r', 'l', 'd', 's', '']",Fantasy
"['', 'e', 'm', 'p', 'i', 'r', 'e', ' ', 's', 't', 'r', 'i', 'k', 'e', ' ', 'b', 'a', 'c', 'k', '']",Adventure
"['', 't', 'h', 'e', ' ', 'b', 'i', 'g', ' ', 'l', 'a', 'n', 'd', '']",Western
"['', 'w', 'h', 'i', 's', 'p', 'e', 'r', 'i', 'n', 'g', ' ', 's', 'm', 'i', 't', 'h', '']",Western
"['', 'c', 'a', 's', 'p', 'e', 'r', '']",Fantasy
"['', 'b', 'r', 'e', 'a', 'k', 'o', 'u', 't', '']",Action
"['', 'a', 'm', 'e', 'r', 'i', 'c', 'a', 'n', ' ', 'm', 'a', 'd', 'e', '']",Action
"['', 'b', 'l', 'a', 'c', 'k', ' ', 'o', 'a', 'k', ' ', 'c', 'o', 'n', 's', 'p', 'i', 'r', 'a', 'c', 'y', '']",Action
"['', 't', 'u', 'm', 'b', 'l', 'e', 'w', 'e', 'e', 'd', '']",Western
"['', 't', 'h', 'e', ' ', 'l', 'e', 'o', 'p', 'a', 'r', 'd', ' ', 'm', 'a', 'n', '']",Horror
"['', 's', 'a', 'd', 'd', 'l', 'e', ' ', 't', 'r', 'a', 'm', 'p', '']",Western
"['', 'c', 'r', 'o', 's', 's', ' ', '2', '']",Action
"['', 't', 'h', 'e', ' ', 'l', 'a', 's', 't', ' ', 'c', 'o', 'm', 'm', 'a', 'n', 'd', '']",Western
"['', 'g', 'e', 'n', 'e', 'r', 'a', 't', 'i', 'o', 'n', ' ', 'x', '']",Action
"['', 'd', 'e', 'v', 'i', 'l', ' ', 'w', 'i', 'n', 'd', 's', '']",Action
"['', 'c', 'o', 'u', 'r', 'a', 'g', 'e', ' ', 'u', 'n', 'd', 'e', 'r', ' ', 'f', 'i', 'r', 'e', '']",Adventure
"['', 'f', 'o', 'o', 'l', ""'"", 's', ' ', 'g', 'o', 'l', 'd', '']",Adventure
"['', 'f', 'o', 'r', 'e', 'v', 'e', 'r', ' ', 'm', 'o', 's', 'k', 'e', 't', 'e', 'e', 'r', 's', '']",Adventure
"['', 'f', 'o', 'r', 't', ' ', 'v', 'e', 'n', 'g', 'e', 'a', 'n', 'c', 'e', '']",Adventure
"['', 't', 'i', 'm', 'e', ' ', 't', 'o', 'y', 's', '']",Adventure
"['', 'b', 'o', 'r', 'd', 'e', 'r', ' ', 'r', 'i', 'v', 'e', 'r', '']",Western
"['', 't', 'h', 'e', ' ', 'f', 'o', 'r', 'g', 'o', 't', 't', 'e', 'n', '']",Horror
"['', 's', 'm', 'i', 't', 'h', '!', '']",Western
"['', 'q', 'u', 'i', 'n', 't', 'e', 't', '']",Fantasy
"['', 't', 'h', 'e', ' ', 'l', 'a', 's', 't', ' ', 'k', 'e', 'e', 'p', 'e', 'r', 's', '']",Fantasy
"['', 'd', 'i', 'e', ' ', 'h', 'a', 'r', 'd', ' ', '2', '']",Action
"['', 's', 'h', 'e', '']",Adventure
"['', 'l', 'a', 'd', 'd', 'e', 'r', ' ', '4', '9', '']",Action
"['', 'n', 'e', 'v', 'e', 'r', ' ', 's', 'a', 'y', ' ', 'd', 'i', 'e', '']",Action
"['', 'r', 'a', 'm', 'r', 'o', 'd', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '']",Western
"['', 'm', 'o', 'n', 's', 't', 'e', 'r', ' ', 'a', 'r', 'k', '']",Fantasy
"['', 'n', 'e', 'c', 'r', 'o', 'm', 'a', 'n', 'c', 'y', '']",Horror
"['', 'r', 'e', 'd', ' ', 's', 'c', 'o', 'r', 'p', 'i', 'o', 'n', '']",Action
"['', 't', 'h', 'e', ' ', 'h', 'o', 'w', 'l', 'i', 'n', 'g', ':', ' ', 'r', 'e', 'b', 'o', 'r', 'n', '']",Horror
"['', 'l', 'o', 'v', 'e', ' ', 'a', 'n', 'd', ' ', 'a', ' ', 'b', 'u', 'l', 'l', 'e', 't', '']",Action
"['', 't', 'h', 'e', ' ', 'd', 'a', 'm', 'n', 'e', 'd', ' ', 't', 'h', 'i', 'n', 'g', '']",Horror
"['', 'b', 'u', 'l', 'l', 'w', 'h', 'i', 'p', '']",Western
"['', 't', 'h', 'e', ' ', 's', 'h', 'a', 'd', 'o', 'w', '']",Fantasy
"['', 't', 'h', 'e', ' ', 'a', 'm', 'e', 'r', 'i', 'c', 'a', 'n', 'o', '']",Western
"['', '9', '9', ' ', 'r', 'i', 'v', 'e', 'r', ' ', 's', 't', 'r', 'e', 'e', 't', '']",Action
"['', 'h', 'a', 'r', 'd', ' ', 'k', 'i', 'l', 'l', '']",Action
"['', 'o', 'u', 'i', 'j', 'a', ' ', 'h', 'o', 'u', 's', 'e', '']",Horror
"['', 'c', 'h', 'a', 'm', 'b', 'e', 'r', ' ', 'o', 'f', ' ', 'h', 'o', 'r', 'r', 'o', 'r', 's', '']",Horror
"['', 'v', 'e', 'r', 'a', ' ', 'c', 'r', 'u', 'z', '']",Western
"['', 'l', 'o', 's', 't', ' ', 's', 'o', 'u', 'l', 's', '']",Horror
"['', 't', 'h', 'e', ' ', 'b', 'e', 'a', 's', 't', '']",Horror
"['', 't', 'h', 'e', ' ', 't', 'e', 'r', 'r', 'o', 'r', '']",Horror
"['', 'r', 'i', 'o', ' ', 'g', 'r', 'a', 'n', 'd', 'e', '']",Western
"['', 'n', 'i', 'g', 'h', 't', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'g', 'h', 'o', 'u', 'l', 's', '']",Horror
"['', 'k', 'i', 'l', 'l', 'e', 'r', 's', ' ', 'f', 'r', 'o', 'm', ' ', 's', 'p', 'a', 'c', 'e', '']",Fantasy
"['', 'c', 'a', 'n', 'y', 'o', 'n', ' ', 'p', 'a', 's', 's', 'a', 'g', 'e', '']",Western
"['', 'v', 'a', 'm', 'p', 'i', 'r', 'e', ' ', 'b', 'a', 't', 's', '']",Horror
"['', 'c', 'a', 'm', 'e', 'r', 'a', ' ', 'o', 'b', 's', 'c', 'u', 'r', 'a', '']",Horror
"['', 'r', '.', 'i', '.', 'p', '.', 'd', '.', '']",Action
"['', 'b', 'i', 'l', 'l', 'y', ' ', 't', 'h', 'e', ' ', 'k', 'i', 'd', '']",Western
"['', 'd', 'e', 'a', 'd', ' ', 'm', 'a', 'n', ' ', 'd', 'o', 'w', 'n', '']",Action
"['', 's', 'i', 'm', 'o', 'n', ' ', 's', 'e', 'z', '']",Action
"['', 'r', 'e', 'p', 'r', 'i', 's', 'a', 'l', '']",Action
"['', 't', 'h', 'e', ' ', 'w', 'e', 'l', 'l', '']",Fantasy
"['', 's', 'o', 'm', 'e', 'w', 'h', 'e', 'r', 'e', ' ', 'i', 'n', ' ', 't', 'i', 'm', 'e', '']",Fantasy
"['', 'e', 'v', 'i', 'l', ' ', 'e', 'y', 'e', '']",Horror
"['', 's', 'c', 'r', 'e', 'a', 'm', ' ', '4', '']",Horror
"['', 'r', 'e', 'd', ' ', 't', 'o', 'm', 'a', 'h', 'a', 'w', 'k', '']",Western
"['', 't', 'h', 'e', ' ', 'd', 'e', 'a', 'd', ' ', 'p', 'i', 't', '']",Horror
"['', 's', 'h', 'o', 'o', 't', ' ', ""'"", 'e', 'm', ' ', 'u', 'p', '']",Action
"['', 't', 'h', 'e', ' ', 'w', 'r', 'e', 't', 'c', 'h', 'e', 'd', '']",Horror
"['', 'd', 'r', 'a', 'g', 'o', 'n', 's', 'l', 'a', 'y', 'e', 'r', '']",Fantasy
"['', 'r', 'o', 'l', 'l', 'e', 'r', 'b', 'a', 'l', 'l', '']",Action
"['', 't', 'h', 'e', ' ', 'w', 'h', 'i', 't', 'e', ' ', 'b', 'u', 'f', 'f', 'a', 'l', 'o', '']",Adventure
"['', 'h', 'a', 'p', 'p', 'y', ' ', 'd', 'e', 'a', 't', 'h', ' ', 'd', 'a', 'y', '']",Horror
"['', 'p', 'l', 'y', 'm', 'o', 'u', 't', 'h', ' ', 'a', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '']",Adventure
"['', 't', 'h', 'e', ' ', 'p', 'a', 't', 'h', 'f', 'i', 'n', 'd', 'e', 'r', '']",Adventure
"['', 'b', 'e', 'a', 'u', 't', 'y', ' ', 'a', 'n', 'd', ' ', 't', 'h', 'e', ' ', 'b', 'e', 'a', 's', 't', '']",Fantasy
"['', 'n', 'i', 'c', 'o', ' ', 't', 'h', 'e', ' ', 'u', 'n', 'i', 'c', 'o', 'r', 'n', '']",Fantasy
"['', 'r', 'i', 'v', 'e', 'r', ' ', 'r', 'u', 'n', 's', ' ', 'r', 'e', 'd', '']",Action
"['', 't', 'h', 'e', ' ', 's', 't', 'r', 'a', 'n', 'g', 'l', 'e', 'r', '']",Horror
"['', 'r', 'o', 'o', 'm', ' ', '2', '0', '3', '']",Horror
"['', 's', '.', 'w', '.', 'a', '.', 't', '.', ':', ' ', 'f', 'i', 'r', 'e', 'f', 'i', 'g', 'h', 't', '']",Action
"['', 't', 'h', 'e', ' ', '5', 't', 'h', ' ', 'w', 'a', 'v', 'e', '']",Fantasy
"['', 't', 'r', 'u', 'e', ' ', 'g', 'r', 'i', 't', ' ', '']",Western
"['', 'f', 'o', 'r', 't', ' ', 't', 'i', '']",Adventure
"['', 't', 'h', 'e', ' ', 't', 'o', 'm', 'b', '']",Horror
"['', 'b', 'l', 'a', 'd', 'e', ' ', 'r', 'u', 'n', 'n', 'e', 'r', ' ', '2', '0', '4', '9', '']",Fantasy
"['', 'c', 'h', 'e', 'r', 'r', 'y', ' ', 'f', 'a', 'l', 'l', 's', '']",Horror
"['', 't', 'h', 'e', ' ', 'p', 'r', 'e', 's', 'i', 'd', 'e', 'n', 't', ""'"", 's', ' ', 'm', 'a', 'n', '']",Action
"['', 'r', 'a', 'w', ' ', 'd', 'e', 'a', 'l', '']",Action
"['', 's', 'h', 'a', 'f', 't', '']",Action
"['', 'r', 'u', 'n', 'a', 'w', 'a', 'y', '']",Fantasy
"['', 't', 'h', 'e', ' ', 'c', 'o', 'v', 'i', 'd', ' ', 'k', 'i', 'l', 'l', 'e', 'r', '']",Horror
"['', 'b', 'a', 't', 's', '']",Horror
"['', 'z', 'o', 'r', 'r', 'o', ' ', 't', 'h', 'e', ' ', 'a', 'v', 'e', 'n', 'g', 'e', 'r', '']",Adventure
"['', 'f', 'i', 'r', 'e', 'w', 'a', 'l', 'k', 'e', 'r', '']",Adventure
"['', 'g', 'h', 'o', 's', 't', 'h', 'u', 'n', 't', 'e', 'r', 's', '']",Horror
"['', 'a', 'm', 'e', 'r', 'i', 'c', 'a', 'n', ' ', 's', 'a', 'm', 'u', 'r', 'a', 'i', '']",Action
"['', 'm', 'u', 'l', 'b', 'e', 'r', 'r', 'y', ' ', 's', 't', 'r', 'e', 'e', 't', '']",Horror
"['', 'b', 'l', 'u', 'e', ' ', 't', 'h', 'u', 'n', 'd', 'e', 'r', '']",Action
"['', 'c', 'h', 'a', 'r', 'r', 'o', '!', '']",Western
"['', 'b', 'l', 'a', 'd', 'e', '']",Action
"['', 't', 'a', 'l', 'e', 's', ' ', 'o', 'f', ' ', 't', 'e', 'r', 'r', 'o', 'r', '']",Horror
"['', 'm', 'r', '.', ' ', 'j', 'o', 'n', 'e', 's', '']",Horror
"['', 'r', 'i', 'm', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'w', 'o', 'r', 'l', 'd', '']",Adventure
"['', 'h', 'o', 'r', 'i', 'z', 'o', 'n', 's', ' ', 'w', 'e', 's', 't', '']",Western
"['', 'c', 'a', 't', 't', 'l', 'e', ' ', 'e', 'm', 'p', 'i', 'r', 'e', '']",Western
"['', 't', 'h', 'e', ' ', 'h', 'i', 'd', 'd', 'e', 'n', '']",Fantasy
"['', 't', 'h', 'e', ' ', 'g', 'l', 'a', 's', 's', ' ', 's', 'h', 'a', 'd', 'o', 'w', '']",Fantasy
"['', 't', 'h', 'e', ' ', 'h', 'e', 'a', 'd', '']",Horror
"['', 'm', 'u', 'l', 'a', 'n', '']",Adventure
"['', 'c', 'r', 'a', 'w', 'l', 's', 'p', 'a', 'c', 'e', '']",Horror
"['', 'w', 'e', 'n', 'd', 'i', 'g', 'o', '']",Horror
"['', 'w', 'a', 't', 'e', 'r', 'h', 'o', 'l', 'e', ' ', '#', ' ', '3', '']",Western
"['', 'b', 'e', 't', ' ', 'y', 'o', 'u', 'r', ' ', 'l', 'i', 'f', 'e', '']",Action
"['', 'o', 'n', 'e', ' ', 'h', 'u', 'n', 'd', 'r', 'e', 'd', ' ', 'r', 'i', 'f', 'l', 'e', 's', '']",Adventure
"['', 'r', 'e', 't', 'u', 'r', 'n', ' ', 't', 'o', ' ', 'o', 'z', '']",Fantasy
"['', 'w', 'h', 'i', 't', 'e', ' ', 's', 'q', 'u', 'a', 'l', 'l', '']",Adventure
"['', 'i', 'f', ' ', 'y', 'o', 'u', ' ', 'b', 'e', 'l', 'i', 'e', 'v', 'e', '']",Fantasy
"['', 'f', 'r', 'e', 'a', 'k', 'e', 'd', '']",Horror
"['', 't', 'h', 'e', ' ', 'm', 'o', 'n', 'k', 'e', 'y', ""'"", 's', ' ', 'p', 'a', 'w', '']",Horror
"['', 'a', 'r', 'e', 'n', 'a', '']",Action
"['', 't', 'h', 'e', ' ', 't', 'r', 'a', 'c', 'k', 'e', 'r', '']",Western
"['', 'a', 'n', 'g', 'e', 'l', ' ', 'a', 'n', 'd', ' ', 't', 'h', 'e', ' ', 'b', 'a', 'd', 'm', 'a', 'n', '']",Western
"['', 'm', 'i', 'l', 'o', '']",Horror
"['', 't', 'h', 'e', ' ', 'u', 'n', 'h', 'e', 'a', 'l', 'e', 'r', '']",Fantasy
"['', 't', 'h', 'e', ' ', 'o', 'c', 't', 'a', 'g', 'o', 'n', '']",Action
"['', 'c', 'y', 'b', 'o', 'r', 'g', '']",Fantasy
"['', 't', 'h', 'e', ' ', 's', 'c', 'a', 'l', 'p', 'h', 'u', 'n', 't', 'e', 'r', 's', '']",Western
"['', 'f', 'i', 'n', 'a', 'l', ' ', 's', 'c', 'o', 'r', 'e', '']",Action
"['', 't', 'h', 'e', ' ', 'b', 'a', 'd', 'l', 'a', 'n', 'd', 'e', 'r', 's', '']",Western
"['', 'f', 'r', 'o', 'g', 's', '']",Horror
"['', 'a', ' ', 'h', 'o', 'u', 's', 'e', ' ', 'o', 'n', ' ', 't', 'h', 'e', ' ', 'b', 'a', 'y', 'o', 'u', '']",Horror
"['', 'i', 'n', 'n', 'e', 'r', 's', 'p', 'a', 'c', 'e', '']",Fantasy
"['', 't', 'h', 'e', ' ', 'l', 'a', 'z', 'a', 'r', 'u', 's', ' ', 'e', 'f', 'f', 'e', 'c', 't', '']",Horror
"['', 'd', 'e', 'v', 'i', 'l', ""'"", 's', ' ', 'd', 'u', 'e', '']",Horror
"['', 'c', 'a', 'n', 'd', 'y', 'm', 'a', 'n', '']",Horror
"['', 'w', 'h', 'e', 'n', ' ', 't', 'i', 'm', 'e', ' ', 'r', 'a', 'n', ' ', 'o', 'u', 't', '']",Action
"['', 't', 'h', 'e', ' ', 'u', 'n', 'h', 'o', 'l', 'y', '']",Horror
"['', 't', 'h', 'e', ' ', 't', 'i', 'n', 'g', 'l', 'e', 'r', '']",Horror
"['', 't', 'h', 'e', ' ', 'd', 'e', 'e', 'r', 's', 'l', 'a', 'y', 'e', 'r', '']",Western
"['', 't', 'r', 'i', 'p', '']",Horror
"['', 'v', 'a', 'l', 'e', 'r', 'i', 'e', '']",Western
"['', 'd', 'a', 'l', 'l', 'a', 's', '']",Western
"['', 'c', 'o', 'i', 'n', ' ', 'h', 'e', 'i', 's', 't', '']",Action
"['', 'd', '.', ' ', 'a', '.', ' ', 'r', '.', ' ', 'y', '.', ' ', 'l', '.', '']",Fantasy
"['', 's', 'u', 'b', ' ', 'z', 'e', 'r', 'o', '']",Action
"['', 'h', 'a', 'l', 'l', 'o', 'w', 'e', 'e', 'n', ' ', 'i', 'i', '']",Horror
"['', 'k', 'i', 'c', 'k', 'b', 'o', 'x', 'e', 'r', ' ', '5', '']",Action
"['', 't', 'h', 'e', ' ', 'r', 'a', 'w', 'h', 'i', 'd', 'e', ' ', 'y', 'e', 'a', 'r', 's', '']",Western
"['', 'l', 'o', 'r', 'd', ' ', 'o', 'f', ' ', 'i', 'l', 'l', 'u', 's', 'i', 'o', 'n', 's', '']",Horror
"['', 'c', 'a', 'n', 'd', 'y', 'm', 'a', 'n', '']",Horror
"['', 'e', 'v', 'i', 'l', ' ', 'e', 'y', 'e', 's', '']",Horror
"['', 't', 'h', 'e', ' ', 'l', 'a', 's', 't', ' ', 'w', 'a', 'g', 'o', 'n', '']",Western
"['', 'a', ' ', 'q', 'u', 'i', 'e', 't', ' ', 'p', 'l', 'a', 'c', 'e', '']",Horror
"['', 'r', 'i', 'd', 'e', ' ', 'a', 'l', 'o', 'n', 'g', '']",Action
"['', 'o', 'c', 't', 'o', 'p', 'u', 's', '']",Fantasy
"['', 'r', 'u', 'n', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'a', 'r', 'r', 'o', 'w', '']",Western
"['', 'm', 'a', 'g', 'i', 'c', ' ', 'i', 'n', ' ', 't', 'h', 'e', ' ', 'w', 'a', 't', 'e', 'r', '']",Fantasy
"['', 'l', 'o', 'v', 'e', ' ', 'c', 'o', 'm', 'e', 's', ' ', 's', 'o', 'f', 't', 'l', 'y', ' ', '']",Western
"['', 'e', 'l', ' ', 'p', 'a', 's', 'o', '']",Western
"['', 't', 'h', 'e', ' ', 'f', 'i', 'n', 'a', 'l', ' ', 'c', 'o', 'n', 'f', 'l', 'i', 'c', 't', '']",Horror
"['', 't', 'h', 'e', ' ', 'a', 'b', 'c', 's', ' ', 'o', 'f', ' ', 'd', 'e', 'a', 't', 'h', '']",Horror
"['', 's', 'a', 'n', ' ', 'a', 'n', 'd', 'r', 'e', 'a', 's', ' ', 'q', 'u', 'a', 'k', 'e', '']",Action
"['', '6', ' ', 'u', 'n', 'd', 'e', 'r', 'g', 'r', 'o', 'u', 'n', 'd', '']",Action
"['', 'c', 'h', 'i', 'l', 'd', ""'"", 's', ' ', 'p', 'l', 'a', 'y', '']",Horror
"['', 't', 'w', 'i', 't', 'c', 'h', 'e', 's', '']",Fantasy
"['', 'f', 'r', 'e', 'e', 'j', 'a', 'c', 'k', '']",Fantasy
"['', 'k', 'i', 'c', 'k', 'b', 'o', 'x', 'e', 'r', '']",Action
"['', 't', 'h', 'e', ' ', 'n', 'a', 'k', 'e', 'd', ' ', 'd', 'a', 'w', 'n', '']",Adventure
"['', 'r', 'a', 'm', 'p', 'a', 'r', 't', '']",Action
"['', 't', 'h', 'e', ' ', 't', 'e', 'r', 'm', 'i', 'n', 'a', 'l', ' ', 'm', 'a', 'n', '']",Fantasy
"['', 'a', 'r', 'm', 's', 't', 'r', 'o', 'n', 'g', '']",Action
"['', 't', 'h', 'e', ' ', 's', 'a', 'v', 'a', 'g', 'e', '']",Western
"['', 'm', 'a', 'r', 't', 'i', 'n', '']",Horror
"['', 'h', 'a', 'r', 'd', ' ', 't', 'o', ' ', 'k', 'i', 'l', 'l', '']",Action
"['', 'm', 'a', 'r', 't', 'y', 'r', 's', '']",Horror
