title,genre
Frankenstein,Horror
The Naked Dawn,Adventure
Rock Island Trail,Western
Arrow In the Dust,Western
Copper Canyon,Adventure
Trail Street,Western
Fighting Caravans,Western
Tarzan Escapes,Adventure
Dreamscape,Fantasy
Blind Fury,Action
Tarzan's Savage Fury,Adventure
The Left-Handed Gun,Western
Futureworld,Fantasy
Demon Seed,Fantasy
The Getaway,Action
Ghostbusters,Fantasy
The Mountain Men,Western
The Last Starfighter,Fantasy
Days of Thunder,Action
Young Guns,Western
White Water Summer,Adventure
The Savage,Western
Instant Justice,Action
Posse,Western
Gladiator,Adventure
Gorillas in the Mist,Adventure
Brimstone,Western
Jubilee Trail,Western
The Big Sky,Western
Big Jake,Western
The Big Country,Western
Rampage,Adventure
Cheyenne Autumn,Western
Gremlins,Fantasy
Star Wars,Fantasy
The Warriors,Action
Yellowstone Kelly,Western
Gunga Din,Adventure
Hansel and Gretel,Fantasy
Trouble Bound,Action
Hatari!,Adventure
Starcrossed,Fantasy
Hud,Western
The Light Touch,Adventure
Empire Strikes Back,Fantasy
Hang 'em High,Western
The Running Man,Fantasy
The Tall Men,Western
Fast Getaway,Action
Three for the Road,Action
Lucky Lady,Adventure
The Rounders,Western
The Unforgiven,Western
The Towering Inferno,Action
Invaders From Mars,Fantasy
Unconquered,Adventure
The Bears and I,Adventure
Lawman,Western
Valdez Is Coming,Western
Mysterious Island,Adventure
Ivanhoe,Adventure
The Body Snatcher,Horror
Jesse James,Western
Joe Kidd,Western
Kangaroo,Adventure
The Karate Kid III,Action
Kid Rodelo,Western
Kim,Adventure
Kim,Adventure
King Kong,Adventure
King Kong,Adventure
King Kong Lives,Adventure
The Thief of Bagdad,Adventure
Ladyhawke,Fantasy
The Blue Lagoon,Adventure
The Sheepman,Western
The Jungle Book,Adventure
Lionheart,Action
River of No Return,Adventure
Along Came Jones,Adventure
Lone Wolf McQuade,Action
Damien: Omen II,Horror
Gun Belt,Western
Maniac Cop 2,Horror
Maniac Cop,Horror
Mannequin,Fantasy
The Deadly Mantis,Fantasy
Branded,Western
House of Wax,Horror
Springfield Rifle,Western
The Purple Mask,Adventure
Fort Apache,Western
Medicine Man,Adventure
Maya,Adventure
McBain,Action
Gunslinger,Western
Meteor,Fantasy
My Little Chickadee,Western
Billy Two Hats,Western
Miami Supercops,Adventure
Best of the Best,Action
Arabian Nights,Adventure
King Solomon's Mines,Adventure
Mac and Me,Fantasy
Enemy Mine,Fantasy
The Hunger,Horror
Freeze Frame,Action
Mission of Justice,Action
Seven Women,Western
Delta Force 3,Action
The Missouri Breaks,Western
Mr. Billion,Action
Westworld,Fantasy
World in his Arms,Adventure
The Lost World,Adventure
Monolith,Fantasy
The Mosquito Coast,Adventure
The Wild Bunch,Western
The Mummy,Horror
Many Rivers to Cross,Western
Navy Seals,Action
Return to Oz,Fantasy
Prime Evil,Horror
Chains of Gold,Action
Ulzana's Raid,Western
Carson City,Western
A Breed Apart,Adventure
Revenge of the Ninja,Action
Moon of the Wolf,Horror
Pursued,Western
The Last Sunset,Western
Blood Alley,Adventure
Old Gringo,Adventure
The Outrage,Western
Cat Chaser,Action
The Shadow Riders,Western
Stagecoach,Western
Firecreek,Western
Certain Fury,Action
Fort Yuma,Western
Lost Horizon,Adventure
When Time Ran Out,Action
Mackenna's Gold,Western
Gold of Seven Saints,Adventure
Somewhere in Time,Fantasy
Master of the World,Fantasy
Night Passage,Western
Oregon Passage,Western
Fort Vengeance,Adventure
Planet of the Apes,Fantasy
Little Monsters,Horror
Video Kid,Adventure
Little Big Man,Western
One Little Indian,Adventure
The Tall Stranger,Western
Piraña,Horror
Hurricane Smith,Adventure
Gun Point,Western
Arizona Raiders,Western
Heaven with a Gun,Western
The Shootist,Western
The Magic of Lassie,Adventure
Shakedown,Action
Poltergeist,Horror
A Force of One,Action
Cariboo Trail,Western
Run for the Sun,Adventure
Predator,Action
Mother Lode,Western
Abilene Town,Western
The Omen,Horror
Timbuktu,Adventure
Garden of Evil,Western
Allegheny Uprising,Adventure
Prince Valiant,Adventure
The War Lord,Adventure
Mohawk,Western
Eve of Destruction,Fantasy
The Evil That Men Do,Action
Shadowchaser,Fantasy
Evilspeak,Horror
The Next Man,Adventure
Blue Heat,Action
Something Evil,Horror
When Worlds Collide,Fantasy
Forty Guns,Western
Benji the Hunted,Adventure
Québec,Adventure
The Train Robbers,Western
3:10 to Yuma,Western
Quick,Action
Quintet,Fantasy
Rage and Honor,Action
Tales of Terror,Horror
Tex,Adventure
Boy on a Dolphin,Adventure
Rambo III,Action
The Rare Breed,Western
Rancho Notorius,Western
Mighty Joe Young,Adventure
Red River,Western
Red Scorpion,Action
The Frozen Dead,Horror
Land of the Pharaohs,Adventure
The Wraith,Action
Belle Starr,Western
The Tracker,Western
Call of the Wild,Adventure
Rio Bravo,Western
Rio Conchos,Western
Rio Lobo,Western
Back to the Future,Fantasy
Return of the Jedi,Fantasy
Challenge to Lassie,Adventure
Robocop,Fantasy
Robocop 2,Fantasy
Rollerball,Fantasy
Missing in Action,Adventure
So Red the Rose,Adventure
Black Rose,Adventure
Runaway,Fantasy
Rocky Mountain,Western
Innerspace,Fantasy
The Rescue,Adventure
Savage Sam,Western
Sam Whiskey,Western
Return to Paradise,Adventure
Blood on the Moon,Western
Santiago,Adventure
Dead Heat,Horror
Quick Change,Action
Scaramouche,Adventure
Deadly Bet,Action
Clash of the Titans,Adventure
The Monster Squad,Fantasy
The Tin Star,Western
The Mark of Zorro,Adventure
The Wild Angels,Action
The Searchers,Western
Bloodsport,Action
The Premature Burial,Horror
Shaft in Africa,Adventure
Shakma,Horror
She,Fantasy
Shenandoah,Western
Shogun,Adventure
For Heaven's Sake,Fantasy
Silverado,Western
Sindbad the Sailor,Adventure
Whispering Smith,Western
Society,Horror
Soldier Blue,Western
Frogs,Horror
Talons of the Eagle,Action
The Lawless Breed,Western
Deadlock,Adventure
Shocker,Horror
The Golden Blade,Adventure
The Magic Sword,Fantasy
Saddle the Wind,Western
The Naked Spur,Western
Witchboard,Horror
Jaws 3,Adventure
Jaws the Revenge,Adventure
Starflight One,Adventure
Starman,Fantasy
Flaming Star,Western
Cahill U. S. Marshal,Western
Strange Invaders,Fantasy
High Plains Drifter,Western
Bite the Bullett,Western
The Stuff,Horror
Silver River,Adventure
The Last Rebel,Western
War Drums,Western
Distant Drums,Western
Tango & Cash,Action
Turtle Diary,Adventure
Tarzan in Manhattan,Adventure
Tarzan Goes to India,Adventure
Tarzan - The Ape Man,Adventure
The Gypsy Moths,Adventure
The Raiders,Western
Firewalker,Adventure
The Terminator,Fantasy
Far Country,Western
Billy the Kid,Western
The Big Trees,Western
The Tomb,Horror
Top Gun,Action
Trader Horn,Adventure
Beyond the Stars,Adventure
Die Hard,Action
The Tall T,Western
The Three Musketeers,Adventure
Three Hours to Kill,Western
Tremors,Horror
Blue Thunder,Action
Into the Night,Action
A Night on the Town,Adventure
Assault on a Queen,Adventure
Tonka,Western
The Last Wagon,Western
Apache,Western
Day of the Evil Gun,Western
The Last Dragon,Action
The Last Gangster,Action
The Howling,Horror
Silver Bullet,Horror
Wild Rovers,Western
The Time Machine,Fantasy
Tha Man from Laramie,Western
Invisible Man,Fantasy
Man Without a Star,Western
Hurricane,Action
Fort Dobbs,Western
Ride the Man Down,Western
Valley of the Kings,Adventure
Vampire Story,Horror
The Punisher,Action
Cattle King,Western
Rose of Cimarron,Western
Reap the Wild Wind,Adventure
Vera Cruz,Western
The Terror,Horror
Goin' South,Western
The Way West,Western
Fantastic Voyage,Fantasy
The Vikings,Adventure
Videodrome,Horror
Final Impact,Action
Villa Rides,Adventure
Santee,Western
Flight to Mars,Fantasy
Rollover,Action
Waco,Western
Walker,Adventure
Wargames,Fantasy
Losin' It,Adventure
Wichita,Western
Willow,Fantasy
Red Sonja,Fantasy
Old Yeller,Adventure
Badman's Country,Western
Bandido,Western
The Beastmaster,Fantasy
The McMasters,Western
Revak the Rebel,Adventure
S.H.E.,Adventure
Death Wish 3,Action
Tresure Island,Adventure
Crazed,Horror
Gulag,Adventure
Kickboxer,Action
Winterhawk,Western
Suburban Commando,Fantasy
Aces: Iron Eagle III,Action
Joe Dakota,Western
Wings of the Hawks,Adventure
The White Buffalo,Adventure
Hero and the Terror,Action
Freejack,Fantasy
White Fury,Action
Ambush,Western
Wild Justice,Action
The Driver,Action
Out for Justice,Action
Repo Man,Action
The Owl,Action
Pony Express,Western
First Blood,Action
The Last Boyscout,Action
The War Wagon,Western
Samurai Cowboy,Adventure
Green Fire,Adventure
Code Name: Vengeance,Action
Pink Cadillac,Action
Eye of the Tiger,Action
The Sea Chase,Adventure
Blood Beach,Horror
El Diablo,Western
Bad Trip,Action
Fortress,Fantasy
The Lawnmower Man,Fantasy
The Rocketeer,Adventure
The Child,Horror
A Gunfight,Western
White Fang,Adventure
Airport,Action
Black Moon Rising,Action
The Horse Soldiers,Western
Watusi,Adventure
Frenchie,Western
The Goonies,Adventure
The Far Horizons,Western
Charro!,Western
Pony Soldier,Western
Never Cry Wolf,Adventure
Lethal Weapon 3,Action
Captain from Castile,Adventure
Time After Time,Fantasy
Gun Fury,Western
The Lost Boys,Horror
Huckleberry Finn,Adventure
Tom Sawyer,Adventure
The Exile,Adventure
The Lone Star,Western
3 Ninjas,Action
Junior Bonner,Western
The Big Circus,Adventure
Beauty and the Beast,Fantasy
Tom Thumb,Fantasy
Northwest Passage,Adventure
Sahara,Adventure
The Blob,Fantasy
The Wild North,Adventure
The Covered Wagon,Western
High Risk,Adventure
5 Card Stud,Western
From Beyond,Horror
THX 1138,Fantasy
Wolfen,Fantasy
Nomads,Horror
The Iron Horse,Western
The Daring Dobermans,Adventure
China Seas,Adventure
The Wrath of God,Adventure
Bulletproof,Action
The Black Arrow,Adventure
Amityville 3-D,Horror
The Texas Rangers,Western
Firestarter,Fantasy
Cliffhanger,Action
Unforgiven,Western
The Devil Doll,Horror
The Virginian,Western
The Assassin,Action
Innocent Blood,Horror
Posse,Western
Under Siege,Action
Gladiator,Action
Pet Sematary,Horror
Passenger 57,Action
The Sand Pebbles,Adventure
Showdown at Abilene,Western
Cat's Eye,Fantasy
McQ,Action
Bullwhip,Western
Sitting Bull,Western
Tennessee's Partner,Western
Rapa Nui,Adventure
Seizure,Horror
The Dark Half,Horror
Body Snatchers,Fantasy
The Alamo,Western
Nightmare 3,Horror
The Younger Brothers,Western
The Keep,Horror
The Gun Runners,Adventure
A Far Off Place,Adventure
The Stalking Moon,Western
Deliverance,Adventure
The Spoilers,Adventure
2010,Fantasy
Robocop 3,Fantasy
Windwalker,Western
Montana,Western
Devil's Doorway,Western
Nowhere to Run,Action
The Big Land,Western
Bingo,Adventure
Army of Darkness,Horror
Universal Soldier,Action
Extreme Prejudice,Action
The Ravagers,Adventure
Straight Shooting,Western
Friendly Persuasion,Western
Far and Away,Adventure
Cheyenne,Western
The Sea Hawk,Adventure
Alien 3,Fantasy
Tron,Fantasy
Free Willy,Adventure
Dracula,Horror
Joshua Tree,Action
Rapid Fire,Action
New Frontier,Western
Zardoz,Fantasy
Hook,Fantasy
The Swarm,Action
Three Violent People,Western
Black Eagle,Action
Riding Shotgun,Western
Apache Uprising,Western
Hearthquake,Action
The Real McCoy,Action
Without Warning,Fantasy
Never Say Die,Action
The Outriders,Western
Freaks,Horror
Piraña 2,Horror
Ricochet,Action
Last Action Hero,Fantasy
Frontier Rangers,Western
Halloween 5,Horror
Grayeagle,Adventure
Red Tomahawk,Western
The Funhouse,Horror
The Guardian,Horror
Road to Denver,Western
Moby Dick,Adventure
Outcast,Western
Son of Fury,Adventure
The Hunter,Adventure
Trooper Hook,Western
Blade Runner,Fantasy
Night of the Lepus,Fantasy
Breakout,Action
Town Tamer,Western
Sleepwalkers,Horror
Uncivilized,Action
The Burning Hills,Western
Kidnapped,Adventure
Needful Things,Horror
Gunmen,Action
Hawaii,Adventure
The Longhorns,Western
Knightrider 2000,Adventure
Breakheart Pass,Western
Vibes,Adventure
Face of a Fugitive,Western
Cyborg Cop 2,Action
Soylent Green,Fantasy
Timestalkers,Fantasy
Men of War,Action
Cimarron,Western
Project X,Fantasy
Red Garters,Western
Heat,Adventure
Pirates of Tortuga,Adventure
Freaked,Horror
The Unholy,Horror
Thunder in the Sun,Western
Creepshow,Horror
Warlock,Western
Comanche Station,Western
San Antonio,Western
North Shore,Adventure
Cool World,Fantasy
Deep Star Six,Fantasy
Creepshow 2,Horror
A Man Alone,Western
Beau Geste,Adventure
Ticks,Horror
Johnny Reno,Western
The Aviator,Adventure
The Professionals,Western
The Texican,Western
The Ambushers,Adventure
On Wings of Eagles,Action
Bad Dreams,Horror
House,Horror
Intruders,Fantasy
Smith!,Western
The Haunted,Horror
Death Wish,Action
The Three Musketeers,Adventure
Re-Animator 2,Horror
The Violent Men,Western
Critters,Horror
Little Spies,Adventure
Major Dundee,Western
Station West,Western
One Hundred Rifles,Adventure
Hard Target,Action
Blood on the Arrow,Western
Good Guys Wear Black,Action
The Crow,Fantasy
The Glass Shadow,Fantasy
Excessive Force,Action
Year of the Comet,Adventure
Dirty Dingus Magee,Western
Hellbound,Action
Thunder over Arizona,Western
Roar,Adventure
Broken Lance,Western
Billy the Kid,Western
Soldier of Fortune,Adventure
American Ninja V,Action
Jurassic Park,Adventure
Two-Fisted Tales,Horror
The Left Hand of God,Adventure
The Fly,Horror
El Mariachi,Action
The Marauders,Western
The Court Jester,Adventure
The Big Gamble,Adventure
White Witch Doctor,Adventure
Iron Will,Adventure
Cabin Boy,Adventure
Silent Running,Fantasy
Fort Ti,Adventure
The Thing,Fantasy
The Bounty Hunter,Western
Shoot Out,Western
Only the Valiant,Western
Timerider,Fantasy
Critters 3,Horror
Montana,Western
Stick,Action
Perfect Weapon,Action
Phantasm 2,Horror
South of St. Louis,Western
Child's Play 2,Horror
Friday the 13th,Horror
Pentathlon,Adventure
The Indian Fighter,Western
Labyrinth,Fantasy
Clownhouse,Horror
Predator 2,Fantasy
The Fly II,Fantasy
Forced Vengeance,Action
Lost Horizon,Adventure
The Red Pony,Adventure
Kansas,Adventure
Four for Texas,Western
Young Guns II,Western
The Intruder Within,Horror
Logan's Run,Fantasy
Satan's Cheerleaders,Horror
Lionheart,Adventure
On Deadly Ground,Adventure
Street Justice,Action
Ghost in the Machine,Horror
The King's Thief,Adventure
Remote Control,Fantasy
Demolition Man,Fantasy
Grand Prix,Action
The Mad Love,Horror
The Blue Bird,Adventure
Conagher,Western
Creature,Fantasy
The Scalphunters,Western
Cracker Jack,Action
The Unnamable,Horror
Rage,Action
The Power Within,Action
Prophecy,Adventure
The Manitou,Horror
Street Knight,Action
Nightflyers,Fantasy
Malone,Action
BrainWaves,Horror
Quiet Cool,Action
Breaker! Breaker!,Action
Testament,Action
The Deerslayer,Western
Halloween II,Horror
Jubal,Western
Geronimo,Western
Heart of Darkness,Adventure
The Breaking Point,Adventure
Happy Birthday To Me,Horror
Hard Justice,Action
Stone Cold,Action
Wyatt Earp,Western
Rob Roy,Adventure
Tribute to a Bad Man,Western
Message to Garcia,Adventure
The Shadow,Fantasy
Three Godfathers,Western
Song of the South,Adventure
Time cop,Fantasy
The Princess Bride,Fantasy
The Sea Wolf,Adventure
Bad Girls,Western
The Specialist,Action
Super Mario Bros,Adventure
Speed,Action
Waterworld,Fantasy
Judge Dredd,Fantasy
First Knight,Adventure
Congo,Adventure
Mowgli,Adventure
Man or Gun,Western
Mortal Kombat,Adventure
My Science Project,Fantasy
Evolver,Fantasy
Final Round,Action
One-Eyed Jacks,Western
Under Siege II,Action
Casper,Fantasy
White Lightning,Action
Invitation to Hell,Horror
Desperado,Action
Species,Horror
Cutthroat Island,Adventure
Jumanji,Fantasy
One Foot in Hell,Western
Strange Days,Fantasy
Fluke,Adventure
The Last Elephant,Adventure
Broken Arrow,Action
Wilder Napalm,Fantasy
Critical Decision,Action
Twelve Monkeys,Fantasy
Star Trek: Voyager,Fantasy
Pet Sematary 2,Horror
Pocket Money,Western
Chuka,Western
The Toxic Avenger,Action
The Last Outlaw,Western
Chato's Land,Western
Hackers,Action
Montana Belle,Western
The Oklahoma Kid,Western
Gleaming the Cube,Adventure
Rosemary's Baby,Horror
Kickboxer 5,Action
Horror Safari,Adventure
Screamers,Fantasy
Poltergeist III,Horror
Dead Man,Western
Buchanan Rides Alone,Western
Fright Night,Horror
Avenging Force,Action
Ice Cream Man,Horror
Quantrill's Raiders,Western
Backlash,Western
Raton Pass,Western
Highway to Hell,Horror
Enter the Ninja,Adventure
Tom Horn,Western
S.S.S. Snake,Horror
Young Billy Young,Western
Wind,Adventure
Lust for Gold,Western
Mission of Danger,Adventure
The Omega Man,Fantasy
Waterhole # 3,Western
13 Ghosts,Horror
Escape from Absolom,Fantasy
The Mangler,Horror
American Yakuza,Action
White Water Rebels,Adventure
Vengeance Valley,Western
Last of the Redmen,Adventure
Powder,Fantasy
Alvarez Kelly,Western
The Rock,Action
Hellfighters,Adventure
Tombstone,Western
Face to Face,Adventure
Seminole,Western
Cybertech P.D.,Action
A Time for Killing,Western
The Road Killers,Action
Border River,Western
Invaders from Mars,Fantasy
The Devil Bat,Horror
The Bamboo Saucer,Fantasy
The Raid,Adventure
The Last Hard Men,Western
Union Pacific,Western
Endangered Species,Fantasy
The African Queen,Adventure
Chief Crazy Horse,Western
Switchblade Sisters,Action
Gunman's Walk,Western
Land Raiders,Western
Rosebud,Adventure
Crying Freeman,Action
The River Wild,Adventure
Wolf,Horror
The Pathfinder,Adventure
Hour of the Gun,Western
The Wild Country,Western
Bedlam,Horror
The Nevadan,Western
A Man Called Horse,Adventure
Renegades,Western
Bloodsport 2,Action
Prince of Darkness,Horror
Saturn 3,Fantasy
Canyon Passage,Western
Frankenstein,Horror
Five Weeks in Ballon,Adventure
Seventh Cavalry,Western
Man in the Saddle,Western
Night of the Comet,Fantasy
Battlestar Galactica,Fantasy
Wonder Woman,Action
Lassie,Adventure
Marooned,Fantasy
Dark Star,Fantasy
Desperate Trail,Western
Day of the Badman,Western
Treasure Island,Adventure
The Forbidden Planet,Fantasy
Far From Home,Adventure
Independence Day,Fantasy
Taras Bulba,Adventure
Nemesis 2: Nebula,Fantasy
Mission of Justice,Action
The Puppet Masters,Fantasy
Street Fighter,Action
Strange Lady in Town,Western
Princess Caraboo,Adventure
Iron Eagle,Adventure
Pin,Horror
Deep Waters,Adventure
The Good Old Boys,Western
Eraser,Action
Cellar Dweller,Horror
The Bounty Killer,Western
Once a Thief,Action
Twister,Action
Geronimo,Western
Chain Reaction,Adventure
Alligator people,Horror
The Last Hunt,Western
Last Man Standing,Action
Vigilante,Action
Tank Girl,Fantasy
Jericho Fever,Action
Captains Courageous,Adventure
Alaska,Adventure
White Squall,Adventure
Daylight,Action
Sundown,Horror
The Glimmer Man,Action
Dr. Giggles,Horror
The Black Hole,Fantasy
Man from Del Rio,Western
Babylon 5,Fantasy
From Dusk Till Dawn,Horror
Escape from L.A.,Fantasy
Courage Under Fire,Adventure
Dragonslayer,Fantasy
The Lion,Adventure
Seven Cities of Gold,Adventure
Hell Camp,Adventure
Mars Attacks!,Fantasy
Trapper County,Action
Dante's Peak,Action
Blind Justice,Western
She,Adventure
The Final Countdown,Fantasy
Scanner Cop,Fantasy
Howards of Virginia,Adventure
Last of the Dogmen,Action
Demon Knight,Horror
American Kickboxer,Action
Prime Cut,Action
Sworn to Justice,Action
Airborne,Adventure
The Shooter,Action
Fifty/Fifty,Adventure
Surf Ninjas,Adventure
The Kentuckian,Western
One Tough Bastard,Action
Bad Boys,Action
Panic in the Skies!,Action
Three Young Texans,Western
Dark Avenger,Adventure
Lord of Illusions,Horror
Lost Continent,Fantasy
The Night Flier,Horror
The Saint,Adventure
Black Patch,Western
Crossworlds,Fantasy
Solo,Action
The Badlanders,Western
The Rage,Action
The Island,Adventure
Fire Down Below,Adventure
Con Air,Action
Fuzz,Adventure
Desert Legion,Action
Forest Warrior,Action
Day of the Outlaw,Western
The Spikes Gang,Western
Scream,Horror
Air Force One,Action
Contact,Fantasy
O.P. Center,Adventure
Men in Black,Fantasy
Captain Pirate,Adventure
The Lost World,Adventure
Face/Off,Action
Captain Lightfoot,Adventure
Vamp,Horror
Sudden Death,Action
Virtuosity,Fantasy
Assault on Dome 4,Fantasy
A Lawless Street,Western
Dirty Little Billy,Western
Cleopatra Jones,Adventure
From Hell to Texas,Western
Anaconda,Adventure
Trick or Treat,Horror
Bengal Brigade,Adventure
K 2,Adventure
Damnation Alley,Fantasy
White Feather,Western
Pagemaster,Fantasy
Volcano,Action
The Horsemen,Adventure
Titanic,Action
Event Horizon,Fantasy
The Revengers,Western
The Jackal,Action
Frank and Jesse,Western
Mercenary,Action
Destry,Western
Magic in the Water,Fantasy
The Postman,Western
Alien Resurrection,Fantasy
Relic,Horror
Sky Riders,Adventure
Drive,Action
Starship Troopers,Fantasy
Spawn,Fantasy
Transformation,Fantasy
Gattaca,Fantasy
Drango,Western
The Touch of Satan,Horror
Souls at Sea,Adventure
Sphere,Fantasy
Escape from New York,Fantasy
Tarzan's Peril,Adventure
Treasure Island,Adventure
Conquest of Cochise,Western
Spaced Invaders,Fantasy
Buffalo Bill,Western
Cannon for Cordoba,Western
DNA,Fantasy
Pursuit of Honor,Adventure
Double Team,Action
Deep Impact,Action
Deep Rising,Action
The Macomber Affair,Adventure
Mimic,Horror
Cheyenne Warrior,Western
Rose Hill,Western
Gambler from Natchez,Adventure
Nightwatch,Horror
Stagecoach,Western
Rainbow,Fantasy
Fallen,Horror
Mr. Stitch,Horror
Two Came Back,Adventure
Blast,Action
Into the Badlands,Adventure
First Strike,Action
Bulletproof,Action
The Command,Western
The Mighty Ducks,Action
Hombre,Western
Gunfight in Abilene,Western
Vampire at Midnight,Horror
The Iroquis Trail,Adventure
The Challenge,Adventure
Species II,Horror
Kull The Conqueror,Fantasy
Double Dragon,Action
Campfire Tales,Horror
Fighting Mad,Action
A Day of Fury,Western
Tidal Wave no Escape,Fantasy
Hard Rain,Action
The Patriot,Action
Dead Men Walk,Horror
The King's Pirate,Adventure
Decision at Sundown,Western
Knock Off,Action
Armageddon,Fantasy
Lethal Weapon 4,Action
Drum Beat,Western
The Gun Hawk,Western
Wishmaster,Horror
City of Angels,Fantasy
Scream 2,Horror
Godzilla,Fantasy
The Yellow Mountain,Western
Altered States,Fantasy
Prisoner of Zenda,Adventure
The Swordsman,Action
Small Soldiers,Fantasy
Blood Frenzy,Horror
Night of the Warrior,Action
Dawn of the Dead,Horror
Comanche,Western
X-Files The Movie,Fantasy
What Dreams May Come,Fantasy
The Big Hit,Action
Frankenstein Unbound,Horror
Lancer Spy,Adventure
The Mask of Zorro,Adventure
The Finest Hour,Action
Lost in Space,Fantasy
Canadian Pacific,Western
Passe from Hell,Western
Child's Play 3,Horror
The Wolf Man,Horror
Urban Legend,Horror
The Siege,Action
Alien Nation,Fantasy
This Island Earth,Fantasy
The Fiercest Heart,Adventure
Them!,Fantasy
Payback,Action
Maximum Risk,Action
Tomahawk,Western
Resurrection,Fantasy
Guinevere,Adventure
Money Train,Action
Best of the Badmen,Western
