title,genre
The Gun Runners,Adventure
The Devil Inside,Horror
Run for Cover,Western
Shelter,Horror
Comanche Station,Western
The Evictors,Horror
Follow the River,Adventure
Dawn at Socorro,Western
Nocturne,Horror
Chained,Horror
The Forever Purge,Horror
Hidden Agenda,Action
The Hole ,Horror
The Daring Dobermans,Adventure
Sergeant Rutledge,Western
The Lawnmower Man,Fantasy
Furnace,Horror
The Invisible Ray,Fantasy
The Brood,Horror
Ride with the Devil,Western
The Meg,Action
Swiss Army Man,Adventure
Hatchet,Horror
Maleficent,Fantasy
The Shadow,Fantasy
The Suicide Squad,Action
Books of Blood,Horror
Sniper 3,Action
Predators,Action
Treasure Island,Adventure
Nightwing,Horror
21 Jump Street,Action
Valdez Is Coming,Western
Bats,Horror
Apocalypto,Adventure
Super Cyclone,Action
First Blood,Action
The Unforgiven,Western
The Jayhawkers!,Western
Chicago Overcoat,Action
Things Heard & Seen,Horror
The Americano,Western
Dodge City,Western
Soldier Blue,Western
Dead Men Walk,Horror
Forest Warrior,Action
The Fly,Horror
Shallow Ground,Horror
Dead in Tombstone,Action
Nico the Unicorn,Fantasy
Kidnapped,Adventure
Code of Honor,Action
Sherlock Holmes,Fantasy
The Uninvited,Horror
10.5: Apocalypse,Action
Like.Share.Follow.,Horror
Room 203,Horror
Fanboys,Adventure
Bad Channels,Fantasy
King Kong,Adventure
Deep in the Darkness,Horror
Black Eagle,Action
Spectral,Fantasy
Critters Attack!,Horror
Frontier Rangers,Western
The Sea Chase,Adventure
The Night Flier,Horror
Pelts,Horror
Black Moon Rising,Action
The Professionals,Western
Gremlins,Fantasy
The Kid from Texas,Western
Pistol Whipped,Action
Rancho Notorius,Western
Hangman's Knot,Western
Dracula's Guest,Adventure
Conan the Barbarian,Action
Cat Run,Action
Tough Enough,Action
Royal Jelly,Horror
Benji the Hunted,Adventure
Alaska,Adventure
Ring of Death,Action
Necromancer,Horror
Crossworlds,Fantasy
The Well,Fantasy
Martin,Horror
Final Destination 5,Horror
Lost Horizon,Adventure
Project Viper,Fantasy
Barely Lethal,Action
Rucker,Horror
The Reunion,Action
The Road Killers,Action
Bushwick,Action
S.W.A.T,Action
Let's Get Harry,Adventure
The Strangers,Horror
Wendigo,Horror
Impact Earth,Action
Fearless Frank,Fantasy
The Mod Squad,Action
Nemesis,Fantasy
Escapee,Horror
Finding Ohana,Adventure
Orgy of the Dead,Fantasy
Ricochet,Action
Snitch,Action
Wer,Horror
One Foot in Hell,Western
Bloodsport,Action
Revealer,Horror
Top Dog,Action
Double Bang,Action
Top Gun: Maverick,Action
Jolt,Action
Attila,Adventure
Two Came Back,Adventure
Fighting Back,Action
Before I Wake,Horror
Chisum,Western
The Tall Stranger,Western
The Gravy Train,Action
Second Nature,Action
Alien Nation,Fantasy
Smosh: The Movie,Adventure
Willow Creek,Horror
Yoga Hosers,Horror
Bullet for a Badman,Western
VFW,Action
Prom Night,Horror
Green Fire,Adventure
Nobody,Action
Honeydew,Horror
Grey Owl,Adventure
America 3000,Adventure
Drive,Action
Four Faces West,Western
Top Gun,Action
Little Monsters,Horror
The Collection,Horror
Gold,Adventure
Maneater,Horror
Perfect Weapon,Action
Eloise,Horror
The Tingler,Horror
The Revengers,Western
Lake Placid,Adventure
Timestalkers,Fantasy
The Hunter,Adventure
In Her Line of Fire ,Action
Equilibrium,Fantasy
The Big Hit,Action
Poltergeist,Horror
Colorado Territory,Western
Winterhawk,Western
Alien Predator,Fantasy
Jungle Cruise,Adventure
Apache,Western
Tarzan Escapes,Adventure
Camera Obscura,Horror
Haunting,Horror
Robinson Crusoe,Adventure
Ocean's Thirteen,Action
Succubus: Hell-Bent,Horror
The Horse Soldiers,Western
Julia,Horror
Three Violent People,Western
The Emerald Forest,Adventure
Defiance ,Action
Virtuosity,Fantasy
F6 Twister,Action
Millennium,Fantasy
Sleepy Hollow,Horror
Cold Fusion,Action
The Toolbox Murders,Horror
Stagecoach,Western
Scar City,Action
Lassie,Adventure
Fort Utah,Western
Day of the Evil Gun,Western
A Plumm Summer,Adventure
Android,Fantasy
Secret Headquarters,Fantasy
Decision at Sundown,Western
Reap the Wild Wind,Adventure
The Breaking Point,Adventure
Talons of the Eagle,Action
Python,Horror
Band of Robbers,Adventure
The President's Man,Action
The Desperadoes,Western
The Badlanders,Western
Rollerball,Action
Dead Trigger,Action
Clown,Horror
Black as Night,Horror
Firestorm,Adventure
Arizona Raiders,Western
Stake Land,Horror
Scream 2,Horror
The Tripper,Horror
The Bay,Fantasy
Barbarian,Horror
The Order,Action
Damnation Alley,Fantasy
Mimic 2,Horror
Three Kings,Adventure
Witchboard,Horror
The Rescue,Adventure
Two for Texas,Western
The Half-Breed,Western
Ride a Crooked Trail,Western
Stealth,Action
The Dinosaur Hunter,Adventure
Hell's Half Acre,Action
Wild Justice,Action
Monster Problems,Fantasy
The Box,Fantasy
Spawn,Fantasy
Crystal Skulls,Fantasy
Bumblebee,Fantasy
Invaders From Mars,Fantasy
Madron,Western
The Puppet Masters,Fantasy
The Rawhide Years,Western
Tin Man,Adventure
King Jack,Adventure
Smith!,Western
Mercenary,Action
Starry Eyes,Horror
I Am Wrath,Action
Under Siege,Action
The Maverick Queen,Western
Family Blood,Horror
Premium Rush,Action
The Final Countdown,Fantasy
The Bad Batch,Fantasy
Aliens,Fantasy
Geronimo,Western
Mad God,Fantasy
American Made,Action
Videodrome,Horror
Fear of Flying,Action
Red Sonja,Fantasy
Rewind,Fantasy
Doctor Sleep,Horror
Airspeed,Action
Bad Dreams,Horror
Scream 4,Horror
X-Files The Movie,Fantasy
The Hateful Eight,Western
Medicine Man,Adventure
After She Wakes,Horror
Infinite,Fantasy
Smiley,Horror
Meteor Apocalypse,Adventure
Joshua,Horror
Cliffhanger,Action
King Solomon's Mines,Adventure
The Satan Bug,Fantasy
Disturbing Behaviour,Horror
Christine,Horror
Bad Milo,Horror
Mirrors 2,Horror
Motocross Kids,Action
Con Express,Action
Death Race 2050,Action
Piranha 3DD,Horror
The Host,Fantasy
Black Rose,Adventure
The Last Boyscout,Action
22 Jump Street,Action
The Faculty,Horror
Train,Horror
Hooper,Adventure
Fallout,Fantasy
Lovers Lane,Horror
Fire Down Below,Adventure
Ultraviolet,Fantasy
Ninja Assassin,Action
Wyoming Mail,Adventure
Rob Roy,Adventure
Willow,Fantasy
Trooper Hook,Western
Double Team,Action
The Zero Theorem,Fantasy
The Owl,Action
Evil Eyes,Horror
Drango,Western
Six Black Horses,Western
Cat's Eye,Fantasy
The Scorpion King,Adventure
China O'Brien,Action
This Is Our Home,Horror
Desert Hawk,Adventure
Firewalker,Adventure
The Bounty Hunter,Action
Dark Relic,Fantasy
The Shadow Effect,Action
San Antonio,Western
Excessive Force,Action
Breaker! Breaker!,Action
Bulletproof,Action
Don't Breathe 2,Horror
Christmas Bounty,Action
The Howling: Reborn,Horror
The Veil,Horror
S.H.E.,Adventure
The Devil's Candy,Horror
Hell Bent,Western
Satan's Sadists,Action
Savage Sam,Western
Crossing Point,Action
Warrior Angels,Action
The Kentuckian,Western
The Mummy,Horror
Death Wish,Action
The Adderall Diaries,Action
BrightBurn,Horror
Love Finds a Home,Western
Ramrod            ,Western
It: Chapter Two,Horror
Dance of the Dead,Horror
Wild Women,Western
Red Sundown,Western
Today You Die,Action
Universal Soldier,Action
Dead Rising: Endgame,Horror
The First Purge,Action
Missing in Action,Adventure
Hercules in New York,Fantasy
Ambush,Western
The Legend of Tarzan,Action
Gacy,Horror
The Night Crew,Action
Ghosthunters,Horror
Serenity,Fantasy
The Brotherhood,Horror
The Curse,Horror
A Lawless Street,Western
Repo Man,Action
Final Score,Action
Ladyhawke,Fantasy
Solo,Action
Event Horizon,Fantasy
She-Devils on Wheels,Action
Snow Job,Action
Voyagers,Fantasy
The Hard Corps,Action
Valley of the Kings,Adventure
Nightmares,Horror
Most Dangerous Game,Action
Outlaws and Angels,Horror
Alvarez Kelly,Western
99 River Street,Action
Vampires vs. Zombies,Horror
Morgan,Fantasy
Grayeagle,Adventure
Evolution,Fantasy
Picture Mommy Dead,Horror
Unstoppable ,Action
Robot Monster,Fantasy
The Gunfighter,Western
Winchester '73,Western
Frankenstein,Horror
The Plainsman,Western
Bend of the River,Western
Sahara,Adventure
Die in a Gunfight,Action
Wildlike,Adventure
The Keeper,Action
Rollerball,Fantasy
Boa vs. Python,Fantasy
Rampage,Action
Deep Waters,Adventure
True Grit ,Western
Point Break,Action
The Hidden,Fantasy
Cleopatra Jones,Adventure
Ride Along,Action
Last Shift,Horror
Assault on Dome 4,Fantasy
The Bye Bye Man,Horror
Thunder in the East,Adventure
Suicide Squad,Action
Johnny Reno,Western
Meteor,Fantasy
Army of Darkness,Horror
The Whip Hand,Fantasy
Leatherface,Horror
In time,Fantasy
Lethal Weapon 4,Action
Green River Killer,Horror
Duel in the Sun,Western
Copper Canyon,Adventure
Gorillas in the Mist,Adventure
The Shootist,Western
White Zombies,Horror
Hell on the Border,Action
Urgency,Action
Night of the Ghouls,Horror
Southland Tales,Fantasy
The Sand Pebbles,Adventure
The Final Conflict,Horror
Malone,Action
Bite the Bullett,Western
The Silver Whip,Western
Mr. Stitch,Horror
Men in Black,Fantasy
The Car,Horror
The Spikes Gang,Western
2012: Supernova,Action
Ticks,Horror
Eraser,Action
Hard Kill,Action
Knockaround Guys,Action
Dead & Buried,Horror
Near Dark,Horror
Airport '77,Action
News of the World,Western
The Condemned,Action
The Last Command,Western
Android Cop,Action
Courage Under Fire,Adventure
Mr. Majestyk,Action
Monster Ark,Fantasy
Gunslinger,Western
Smile,Horror
Bereavement,Horror
The Craft: Legacy,Horror
Lethal Weapon,Action
Krocodylus,Horror
Wild Rovers,Western
Last Man Standing,Action
Warning Sign,Action
The Cimarron Kid,Western
Like Dogs,Horror
Chain Reaction,Adventure
Wilder Napalm,Fantasy
Absentia,Horror
The Scalphunters,Western
Santa Fe Stampede,Western
Crazed,Horror
Kill Switch,Fantasy
Watusi,Adventure
Shane,Western
Frankenfish,Horror
The Deadly Trackers,Western
The Gypsy Moths,Adventure
Ice Cream Man,Horror
The Omen,Horror
Deadly Blessing,Horror
Death Race 2000,Fantasy
Odd Thomas,Fantasy
Don't Breathe,Horror
Never Say Die,Action
Deathbed,Horror
7 Mummies,Horror
Black Patch,Western
A Night on the Town,Adventure
Beast of Burden,Action
Junior Bonner,Western
Night of the Warrior,Action
Taras Bulba,Adventure
The Invitation,Horror
Asteroid vs. Earth,Action
The Wasp Woman,Horror
The Nesting,Horror
Stay,Horror
Beauty and the Beast,Fantasy
Swamp Shark,Horror
Shaft in Africa,Adventure
The Wrong Man,Action
El Dorado,Western
Saving Flora,Adventure
Hero Wanted,Action
Cracker Jack,Action
sxtape,Horror
Men in Black II,Fantasy
Bloodshot,Action
Martian Land,Action
Boss Level,Action
Unknown Island,Adventure
Scorcher,Action
The Fabulous Texan,Western
Chamber of Horrors,Horror
Country,Adventure
The Eye,Horror
2012,Action
Showdown at Abilene,Western
Death Wish 3,Action
Fort Massacre,Western
Scream,Horror
Mr. Billion,Action
Jupiter Ascending,Fantasy
Hollow Man,Fantasy
Ready Player One,Fantasy
Devil's Due,Horror
Beyond the Stars,Adventure
The Furies,Western
The Sheepman,Western
Tokarev,Action
Lost Signal,Horror
Mission of Danger,Adventure
Candyman,Horror
Tornado!,Action
Hellraiser: Inferno,Horror
A Day of Fury,Western
The Glimmer Man,Action
The Rare Breed,Western
Mackenna's Gold,Western
Bulletproof Monk,Action
Heart Condition,Fantasy
Untamed Frontier,Western
Inferno,Fantasy
Thunder in the Sun,Western
The Command,Western
Lovely Molly,Horror
Delirium,Horror
Wish Upon,Horror
The Manitou,Horror
Gulliver's Travel,Fantasy
Empire State,Action
Two-Fisted Tales,Horror
The Tall T,Western
Tom and Huck,Adventure
The Last Hard Men,Western
Black Box,Horror
Free Willy,Adventure
The Tall Men,Western
Invitation to Hell,Horror
Mayhem,Action
Cattle Empire,Western
Primeval,Horror
Second Chance,Adventure
A Dangerous Man,Action
The Lost City of Z,Adventure
Hostel,Horror
The Killer Elite,Action
New Frontier,Western
Rage,Action
Black Dawn,Action
Tip on a Dead Jockey,Adventure
The Four Feathers,Adventure
Midnight Chronicles,Action
The Raid,Adventure
The Omega Man,Fantasy
Puppet Master II,Horror
Primal Force,Action
BrainWaves,Horror
Steel Dawn,Fantasy
Cult of Chucky,Horror
Proximity,Fantasy
Arrow In the Dust,Western
Screamers,Fantasy
Twelve Monkeys,Fantasy
The Running Man,Fantasy
The Kid,Western
White Feather,Western
Jurassic Galaxy,Fantasy
Hack!,Horror
10.0 Earthquake,Action
Turtle Diary,Adventure
Viper,Action
Circus World,Adventure
Puppet Master 4,Horror
Aftershock,Horror
Virtual Storm,Fantasy
Totem,Horror
They,Horror
Iceman,Fantasy
Road to Denver,Western
Thursday,Action
Trail Street,Western
The Alamo,Western
Pirates of Tortuga,Adventure
Overland Telegraph,Western
Dolls,Horror
Flaming Star,Western
Fantasy Island,Horror
Billy the Kid,Western
Deer Woman,Horror
Gamer,Action
The Glass Shadow,Fantasy
Monte Walsh,Western
O.P. Center,Adventure
CHiPs,Action
Rio Bravo,Western
The Iroquis Trail,Adventure
Fifty/Fifty,Adventure
Shark Week,Action
American Refugee,Horror
Assassination,Action
The Jungle Book,Adventure
Pillars of the Sky,Western
2 Lava 2 Lantula!,Horror
Island of the Dead,Horror
Death Drop Gorgeous,Horror
Armstrong,Action
Star Wars,Fantasy
Dracula,Horror
Legionnaire,Action
Hypnotic,Horror
Critical Decision,Action
The Last Stand,Action
Yellowstone Kelly,Western
Inner Sanctum 2,Horror
Arthur's Quest,Adventure
Scanner Cop,Fantasy
A Man Alone,Western
Icebreaker,Action
Secondhand Lions,Adventure
Hills of Home,Adventure
The Nevadan,Western
Tower Heist,Action
Kickboxer 5,Action
Forever Amber,Adventure
Overlord,Horror
Avenging Force,Action
Driven,Action
Monstrosity,Horror
Coin Heist,Action
The Real McCoy,Action
Hitman: Agent 47,Action
The Reaping,Horror
Synchronicity,Fantasy
Collision Course,Action
Breaking at the Edge,Horror
Pumpkinhead,Horror
Souls at Sea,Adventure
Wild Wild West,Fantasy
The Hunger,Horror
The A-Team,Action
Time Lapse,Fantasy
Simon Says,Horror
The Mosquito Coast,Adventure
Resurrection,Fantasy
The Dark Red,Action
Needful Things,Horror
Posse,Western
Chernobyl Diaries,Horror
Zarkorr! The Invader,Fantasy
Mutiny,Adventure
Gladiator,Adventure
Blade: Trinity,Action
A Time for Killing,Western
Arabian Nights,Adventure
Child's Play,Horror
Polar Storm ,Action
Next,Fantasy
Death Race,Action
Tourist Trap,Horror
American Warships,Action
Deep Burial,Fantasy
Jesse James,Western
6 Bullets,Action
The Last Frontier,Western
The Ambushers,Adventure
Double Dragon,Action
Bullfighter,Western
Beneath Loch Ness,Adventure
The Dentist,Horror
Robocop,Fantasy
Misfire,Action
The Exorcist,Horror
Drive Angry 3D,Action
House,Horror
Days of Thunder,Action
Gargantua,Fantasy
Need for Speed,Action
Empire Strikes Back,Fantasy
Bulletproof,Action
Bubble Boy,Adventure
She,Adventure
The Black Stallion,Adventure
Bicentennial Man,Fantasy
Cybernatural,Horror
Dead in the Water,Horror
Star Trek: Voyager,Fantasy
Pocket Money,Western
Fall Time,Action
Bandolero!,Western
Crazy Murder,Horror
Butcher Boys,Horror
Cowboy,Western
Replicas,Fantasy
The Covenant,Horror
Class of 1999,Fantasy
Lies & Illusions,Action
Sharpshooter ,Action
Antibirth,Horror
Saw III,Horror
The Walking Dead,Horror
The Hangman,Western
Lost Treasure,Action
Evil Eye,Horror
Jessabelle,Horror
The Time Machine,Fantasy
Tonight She Comes,Horror
Hard to Kill,Action
Dr. Giggles,Horror
Cheyenne Autumn,Western
Son of Fury,Adventure
The Rage: Carrie 2,Horror
Wyoming Outlaw,Western
Stone Cold,Action
Django Unchained,Western
Beautiful Creatures,Fantasy
Planet of Dinosaurs,Fantasy
Pursuit of Honor,Adventure
13 Sins,Horror
The Last Voyage,Action
Blue Demon,Horror
Stealth Fighter,Action
Bad Company,Western
Blue Heat,Action
Gun,Action
Mowgli,Adventure
Tarantula,Fantasy
No One Lives,Horror
Armageddon,Fantasy
Life on the Line,Action
Bride of the Monster,Horror
Hard Bounty,Western
Along Came Jones,Adventure
August Underground,Horror
Little Spies,Adventure
Evil Dead,Horror
Don't Knock Twice,Horror
Twilight,Fantasy
8 Bit Christmas,Fantasy
Return to Oz,Fantasy
Sucker Punch,Action
The Deerslayer,Western
Fast & Furious,Action
The Left Hand of God,Adventure
The Iron Mask,Adventure
Olympus Has Fallen,Action
Reeker,Horror
Firetrap,Action
Plunder of the Sun,Adventure
Warlock,Western
The Menu,Horror
Appaloosa,Western
Blood Alley,Adventure
Deuces Wild,Action
Air Rage,Action
The Delta Force,Action
Catch .44,Action
The Body Snatcher,Horror
Underwater!,Adventure
American Outlaws,Western
The Hallelujah Trail,Western
The Greasy Strangler,Horror
The Punisher,Action
The Claim,Western
Knock Off,Action
The Maze Runner,Fantasy
Communion,Fantasy
The Lost Boys,Horror
Cross,Action
The Bears and I,Adventure
She,Fantasy
Sideshow,Horror
Ivanhoe,Adventure
Exit Wounds,Action
My Friend Flicka,Adventure
Texas Rangers,Western
Europa Report,Fantasy
I Am Number Four ,Fantasy
Joe Dakota,Western
The Midnight Man,Horror
Tarzan's Peril,Adventure
Redhead From Wyoming,Western
Joe Kidd,Western
Date with an Angel,Fantasy
Night of the Wild,Horror
Gretel and Hansel,Horror
Happy Death Day 2U,Horror
Explorers,Fantasy
The Beast,Horror
Boogeyman 2,Horror
Nothing Left to Fear,Horror
Ocean Tribe,Adventure
The Undefeated,Western
Cabin Fever,Horror
Solarbabies,Fantasy
Five Weeks in Ballon,Adventure
Stick,Action
Plymouth Adventure,Adventure
Vamp,Horror
Max Payne,Action
Divergent,Fantasy
Annabelle Comes Home,Horror
Bride of Chucky,Horror
Cover-up,Action
Almost an Angel,Fantasy
The Darkest Minds,Fantasy
Skyscraper,Action
Countdown,Horror
Wyatt Earp's Revenge,Western
Scarlet Angel,Adventure
Alligator people,Horror
Bucking Broadway,Western
Eight Legged Freaks,Fantasy
Double Impact,Action
THX 1138,Fantasy
Night's End,Horror
Rush,Action
Cahill U. S. Marshal,Western
D. A. R. Y. L.,Fantasy
They Crawl,Horror
The 27th Day,Fantasy
Supercroc ,Action
Possessed,Horror
The Signal,Horror
The Thief of Bagdad,Adventure
Last Knights,Action
Bethany,Horror
Johnny Concho,Western
Zombie Strippers,Horror
American Ultra,Action
2 Fast 2 Furious,Action
Swamp Thing,Horror
Black Eye,Action
The Evil That Men Do,Action
Leprechaun: Origins,Horror
Maniac Cop 2,Horror
These Thousands Hill,Western
Autopsy,Horror
XX,Horror
Bingo,Adventure
King of the Pecos,Western
Cat People,Horror
Seizure,Horror
Vengeance Valley,Western
Respire,Horror
Fake-Out,Action
Jamaica Run,Adventure
Rapa Nui,Adventure
The Lone Ranger,Action
Stranded,Action
Triassic Attack,Horror
Homefront,Action
The Spring,Fantasy
From Dusk Till Dawn,Horror
The Cutter,Action
Militia,Action
Jack Goes Home,Horror
Mighty Joe Young,Adventure
Evil Never Dies,Horror
Star Trek. Nemesis,Fantasy
Abilene Town,Western
Sidekicks,Action
Point Blank,Action
Labou,Adventure
5 Card Stud,Western
Young Guns,Western
Fast & Furious 7,Action
Gun for a Coward,Western
Fort Worth,Western
Passage West,Western
The Hunters,Adventure
Crawl,Horror
Switchblade Sisters,Action
Agoraphobia,Horror
Gulag,Adventure
Billy the Kid,Western
Dumbo,Fantasy
The Cell,Fantasy
Vendetta,Action
Z for Zachariah,Fantasy
The Mummy's Hand,Horror
Leprechaun Returns,Horror
Martial Outlaw,Action
The Way of War,Action
Ten Who Dared,Adventure
Stonados,Fantasy
Legion,Fantasy
Terrifier 2,Horror
Passion,Adventure
Diary of a Madman,Horror
Carrie,Horror
Renegades,Western
Seed of Chucky,Horror
Lake Placid 2,Horror
Scream 3,Horror
Last Woman on Earth,Horror
Killers from Space,Fantasy
Con Air,Action
Maniac,Horror
Sphere,Fantasy
Flipper,Adventure
Trip,Horror
Villa Rides,Adventure
Love's Long Journey ,Western
Highlander: Endgame,Action
War,Action
A.I. Assault,Action
Tomorrowland,Fantasy
Ford v. Ferrari,Action
Moondance Alexander,Adventure
Countdown,Action
WW3,Action
The Marine 2,Action
The Forbidden Planet,Fantasy
Jurassic City,Action
Tidal Wave no Escape,Fantasy
Gun Glory,Western
Crazy Horse,Western
Spaced Invaders,Fantasy
The Ouija Experiment,Horror
Gunfighter,Western
L.A. Apocalypse,Action
Blue City,Action
Cloverfield,Action
Candyman,Horror
The Open House,Horror
The Keep,Horror
The Damned Thing,Horror
Game of Death,Action
Komodo vs. Cobra,Horror
Top of the World,Action
Rampart,Action
Don't Kill It,Fantasy
Lawman,Western
The Oklahoma Kid,Western
3:10 to Yuma,Western
The Hidden 2,Fantasy
Turbulent Skies,Action
Cariboo Trail,Western
Quintet,Fantasy
Freddy vs. Jason,Horror
The Devil's Rain,Horror
Comes a Horseman,Western
Dark Water,Horror
The Dunwich Horror,Horror
The Expendables 3,Action
